NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190003513501,2019,3146107,Ouro Preto,31,MG,22,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,507.0,511.0,516.0,492.1,517.3,512.4,500.2,AECEAEAECBBEDDCACDDAABCDDACDEEDCCEACCCCBDBEDD,CEBCDACBABCBBAAAEACACBECEDEAEAECDEEEABBEDACAB,ABDDC99999DABACEDADCAACECDCCDEACBCEEEBACDDCDBCCBDD,CADECBDEBEECAEADEDDAEEDEBAEBABCBBBBDEEEABECBB,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,100.0,120.0,100.0,40.0,480.0,H,F,F,D,12,C,A,C,D,A,A,B,A,B,A,A,A,A,B,A,A,C,B,B,B
190003513710,2019,3146107,Ouro Preto,31,MG,20,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,508.0,512.0,516.0,481.8,577.6,565.8,482.2,BDEABECEBDBDDDDCDEBEDEDACBDBCBDBECEECBAACDDDD,ABABADBBCAABCCDBECAECABBADDBDAAABACCCDEBDACBC,BBEBD99999EBABBEACCCCDBCDECBACEACBDAADDBECBECAAECD,DBBBECACDDBCCBCABDEBBDCEDCBDCBADEBCDDECDBDBBC,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,100.0,120.0,80.0,540.0,E,E,C,B,3,H,A,C,D,B,B,B,A,A,A,B,A,A,D,A,A,D,B,B,B
190003513884,2019,3146107,Ouro Preto,31,MG,24,M,1,2,1,3146107.0,Ouro Preto,31.0,MG,1,5,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,E,C,B,2,F,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,B,B,B
190003514061,2019,3146107,Ouro Preto,31,MG,18,M,1,1,1,3140001.0,Mariana,31.0,MG,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,F,G,E,E,3,O,A,C,D,B,A,B,A,B,A,B,A,A,C,A,B,D,B,C,B
190003514585,2019,3146107,Ouro Preto,31,MG,22,F,2,0,1,3146107.0,Ouro Preto,31.0,MG,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,505.0,509.0,514.0,518.0,541.9,483.6,560.0,501.5,DADCBADCECECDEDAABCCBDBDBDACDDBEBBEBDADEDBABE,DCACCBEDAEAEDBDABABABEDCCDCAECAABDCBCADCEAEAE,99999CEEDADACBCAEDEBAAADCCEEDEBBABABEBACEECECBEEEB,CDDCAEBABDBABECDEBEECBEAABBBDBACCBBDECDEBBDEB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,100.0,100.0,120.0,80.0,520.0,H,B,F,B,2,C,A,B,B,B,A,B,A,A,A,B,A,A,C,A,A,C,A,B,B
190003514748,2019,3146107,Ouro Preto,31,MG,19,M,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,503.0,508.0,512.0,515.0,390.1,465.1,386.0,478.8,CCDABBDECDCDEBBCAEAECBDDDACEDBADBBEDECBEBDBCA,ACAEEDBAECCBCDBAAEECADBBAADAECCABCDEABEAAEDCE,DADED99999DBAAEAEBCBABDDBCCABEEAABECEDADEEBDEBACBA,DCBEDCBCBBCBBDECAEBCACDBACCEAEACABCAADEBDDDDE,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,100.0,120.0,100.0,100.0,120.0,540.0,D,D,B,F,8,C,A,C,E,A,A,B,A,A,A,A,A,A,B,A,A,E,A,B,B
190003514756,2019,3146107,Ouro Preto,31,MG,22,F,1,3,1,3201605.0,Conceição da Barra,32.0,ES,1,5,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,507.0,511.0,516.0,507.6,607.6,416.4,532.8,BEECEDADEBCEDDBCBDCDAABEDEABCDBDCCBCCDBBBBDAD,BAECCACDACCCBCDEEBCCCACEEDBDBABAEEEDADADEACCB,99999BECAECDBDBECDEBCEBDB.DBECBDCCCE.BEACAABDEAEAE,BAAAEBCBDDBBDEBCDDBEECDDAEBAEBCEDEABBECEEEDBC,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,180.0,160.0,160.0,60.0,720.0,C,B,C,B,4,D,A,B,D,A,A,B,A,A,A,A,A,A,B,B,A,D,A,B,A
190003514925,2019,3146107,Ouro Preto,31,MG,18,F,0,3,1,3106200.0,Belo Horizonte,31.0,MG,2,0,2,1.0,0,31106666.0,3146107.0,Ouro Preto,31.0,MG,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,1,1,0,,509.0,514.0,,,376.2,452.8,,,EDBECACDEBCCCADAABCCEDEECBAEDEBECEBCADBBDEACE,CCAAD99999AECDEBDABDAEBDBEEADBDBEACACEACECCABEDEBA,,0,,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,,1.0,100.0,120.0,100.0,80.0,40.0,440.0,C,C,C,D,6,E,A,B,D,B,A,B,B,A,A,B,A,A,B,A,B,C,A,B,B
190003516811,2019,3146107,Ouro Preto,31,MG,26,M,1,1,1,3146107.0,Ouro Preto,31.0,MG,1,7,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,505.0,507.0,511.0,518.0,347.5,457.7,489.7,488.2,DECCDDBDBDEDCABBDCDEBAEEBCCBECDECBEDEDBDACBCD,ADEABEAEBBEBDACABECAEBDEBDDBAACCAAEBBABAACCAB,EBCBC99999BCABCCCAEEDDCECDEBEEDCDCCEABDEBDDAEBEDBE,AECCABDCCDECBEDECEAAACBBDCACCCACBECDCCBEECEED,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,80.0,120.0,80.0,100.0,40.0,420.0,B,B,B,B,6,C,A,B,D,A,B,B,B,A,A,A,A,A,B,A,A,C,A,A,A
190003516974,2019,3146107,Ouro Preto,31,MG,18,F,1,1,1,3140001.0,Mariana,31.0,MG,2,0,2,1.0,0,31253227.0,3146107.0,Ouro Preto,31.0,MG,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,508.0,512.0,516.0,544.5,595.0,533.0,623.3,EACDEEBEDADDEDDECCBEDCCDEDBBBBCACEACEDBAABAEA,ABABADADCECEECEADBBCEDEBCECBADCDBBEDDADABDCAC,BCEEA99999CBABEECCACCADCAEACEDBCDBDADCABEEABCAEEAA,EEBECBCBDDBBAECAADEACEBACCBBBBCDEBEDDECDADAAA,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,160.0,160.0,180.0,200.0,860.0,F,E,D,D,4,K,C,C,D,C,B,C,A,B,A,B,A,B,D,A,A,E,B,C,B
190003517644,2019,3146107,Ouro Preto,31,MG,25,M,1,2,1,2930501.0,Serrinha,29.0,BA,1,8,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,C,D,5,I,A,B,D,B,B,B,A,B,A,A,A,A,B,B,A,E,A,B,B
190003517734,2019,3146107,Ouro Preto,31,MG,18,M,1,1,1,3140001.0,Mariana,31.0,MG,2,0,3,1.0,0,31350664.0,3106200.0,Belo Horizonte,31.0,MG,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,505.0,508.0,512.0,518.0,692.2,695.7,642.3,903.9,DADCEEBBCCACCAEDBEBACCCDEACEDBCBBCBAEBDEDDAEE,ABADADABCEEEBCBADCBCEDBBEEDBBACDBBABCCBABACAC,BBEDA99999CBDBAECEBCCAECDEEBBCDDEBAAADABECDCCAAECA,DEEBABCBCDBABECEEEBCBDCCEDCDABEDAADDBEDAAAECB,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,160.0,160.0,160.0,180.0,180.0,840.0,G,E,E,D,5,P,A,E,E,C,A,C,B,B,A,B,A,B,C,B,B,E,B,B,B
190003517757,2019,3146107,Ouro Preto,31,MG,16,F,1,3,1,3152303.0,Porto Firme,31.0,MG,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,D,F,6,I,A,D,D,B,A,B,B,B,A,A,A,A,B,A,A,C,A,B,B
190003517861,2019,3146107,Ouro Preto,31,MG,20,F,1,1,1,3146107.0,Ouro Preto,31.0,MG,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,506.0,509.0,514.0,517.0,401.4,540.6,506.4,618.0,BDCCBBCEDBBEBCACAAEBDAECDAABBECDAADBDBBCDBEBB,CDAEBEBCAAABDBAADACCDDAECDEACCCDBDCEAEDBCAAED,ADACD99999CABCCDADBCEADDCDCBEECBADCEDDDAEECAECCCCD,CEEAEBECBDDADECBBECBBDECACAEBECCDEDCBCDAEDCEE,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,100.0,80.0,120.0,540.0,B,D,A,B,5,B,A,B,D,B,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B
190003517987,2019,3146107,Ouro Preto,31,MG,18,M,1,3,1,3131901.0,Itabirito,31.0,MG,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,506.0,509.0,514.0,517.0,474.3,439.1,538.1,417.9,DDADBBCAEABCADBCDCCECADABDAEACACCCBCACACBABAE,DBDCBDADABACBBDAEACADBECCDAEABAACDBACCEAECBDC,99999CBEDACACDBABAEABAADDBCCDAEBBADDBCCACCCCBCBAEB,CDCCBBECACBCCBACADBBABCABCBCBDBDBACDACDEACDCB,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,160.0,120.0,140.0,180.0,720.0,F,F,D,B,4,F,A,C,D,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
190003518069,2019,3146107,Ouro Preto,31,MG,18,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,2,0,2,1.0,0,31253227.0,3146107.0,Ouro Preto,31.0,MG,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,505.0,507.0,511.0,518.0,571.8,516.7,528.8,582.4,BADBCCDBBCACCADEABCDCBCBECACDBBBDBDADDDDCDAAE,AEECBBAACBACECAEEEACECDCEDECAADBBAABECDDABEEC,ADABA99999ECBBBBADEDDADECCAADCCCCEBAEACAADBEDBACBD,DEECABCBADEBCDAEABCBCCEACDBEBBAEAACABCDEEBCEB,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,160.0,160.0,160.0,180.0,800.0,C,E,C,B,4,I,A,B,D,B,A,B,B,B,A,B,A,A,C,A,A,E,B,C,B
190003518305,2019,3146107,Ouro Preto,31,MG,34,F,1,0,1,3146107.0,Ouro Preto,31.0,MG,1,13,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,507.0,511.0,516.0,365.8,498.1,472.9,386.7,BBADEECCDCACDDABCABECADEBACADECBDBAECAAEBCBEC,BEBCACACBBDCDBCCBACAAAEAADCCEAACBADDCABCACDCB,99999CBADABDBCCBDADEEACCBAEADCDCEEAACBBAADDBBDEBEA,DBABCCCBADECACDCAEDBDDADAEBDCAABEACDBDECEDACB,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,100.0,40.0,40.0,120.0,0.0,300.0,C,C,B,B,3,E,A,B,D,B,A,B,B,B,A,B,A,A,C,A,B,C,B,A,B
190003518316,2019,3146107,Ouro Preto,31,MG,17,F,1,1,1,3140001.0,Mariana,31.0,MG,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,506.0,507.0,511.0,517.0,382.0,479.9,526.7,518.5,CDDDEACDDDEBCAADABEEECCABDCBCBEBCBBABBABDBBDB,BAACBAADBBADBCDCBEADCBECACBBBADCAACECBACBACDC,99999CBAACBDBACEBDBEDAEEEACECECCCBDAEBDCADBBBDCCBC,CBCBDBBCECACDEDCAECBDDEADDBCCABECECAEBEBAECBB,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,120.0,120.0,120.0,600.0,E,E,B,B,4,H,A,D,D,C,A,C,B,C,B,B,A,B,E,B,B,E,A,C,B
190003518354,2019,3146107,Ouro Preto,31,MG,20,F,1,2,1,3146107.0,Ouro Preto,31.0,MG,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,503.0,509.0,514.0,515.0,416.4,505.3,557.6,475.1,DBDDBBBDCBCCEDEADDEADABDDEAEBABBEBECECEDCBEBC,DEBCACCCABAAADBAEBCCBCDBCCBCBBADBDEEAEAACAEEB,BDBAE99999BACECCBAEBDAADABECDEAADABBEDEAAECBCECEEB,BDACDDDCBDCDDCDDDAACCEEBADEEDABCBACECCECBBBAE,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,40.0,40.0,120.0,0.0,320.0,C,E,B,B,2,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
190003520063,2019,3146107,Ouro Preto,31,MG,20,F,1,2,1,3146107.0,Ouro Preto,31.0,MG,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,D,B,B,5,B,A,B,B,A,A,B,A,A,A,B,A,A,B,A,B,C,B,A,A
190003520110,2019,3146107,Ouro Preto,31,MG,18,F,1,4,1,3146107.0,Ouro Preto,31.0,MG,2,0,2,1.0,0,31253227.0,3146107.0,Ouro Preto,31.0,MG,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,508.0,512.0,516.0,431.6,368.9,440.2,450.9,EAEDEABACBBDECACCCAEDBDBBAEEDBDAEDBDEACAECACE,ACAAEBEACACBAEADECACACEBCDEACDADDABBCBDBCBBAA,CABDC99999AEBBEECECBABACADACADCABADCECAAEACBACEDED,DAEEBACCADEDBACDBDBACAECAEACAAECBECAAADBBEDEA,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,140.0,120.0,120.0,120.0,80.0,580.0,D,D,B,B,4,C,A,B,C,B,A,B,A,A,A,A,A,A,B,B,A,D,A,A,B
190003520153,2019,3146107,Ouro Preto,31,MG,19,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,2,0,2,,0,31106500.0,3146107.0,Ouro Preto,31.0,MG,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,503.0,510.0,513.0,515.0,346.4,363.6,490.6,463.9,ADEAEBEDDCECABECDCDCCEABEEDAEEDABBAEDDADBBEDB,ABDECADABADDABCCBECDAAEBBEDCECCCBEBDBDBCCDEDD,DEBAC99999ABBABCEAEEADDBABCBDCDEEBAEDEAEDDCEBECDDE,EBABECCCAEDCEBEDECDACEACAECBAECDECDECAABDBCAE,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,120.0,120.0,120.0,120.0,600.0,E,D,C,B,3,B,A,B,D,A,A,B,B,B,A,A,A,A,B,B,A,B,B,A,B
